,Europeana ID,Title,Year,Duration,Composer,DateOfBirth,DateOfDeath,Biography,Publisher,Place
778,2059210/data_sounds_http___archive_org_download_BackyardTireFire2008_09_12_matrix_BackyardTireFire2008_09_12d1t10_mp3,Shoulda Shut It,2008,232046,Backyard Tire Fire,,,"Backyard Tire Fire is an American trio that formed in Asheville, NC in 2000. The band began in the fall of that year with founding members Ed Anderson (vocals, guitars) John Walker (hammond organ, electric piano) Jay Kaiser (bass, vocals)and Tim Kramp (drums, percussion). After encountering several line-up changes, the Tire Fire moved from Asheville to Athens, Georgia in 2002. They (along with then-bass player Warren Hawk) released their first album Live at the Georgia Theatre later that year.After the release of their debut album, Backyard Tire Fire relocated once again to Bloomington, Illinois and added Anderson's brother Matt (bass, vocals) into the mix. The Anderson brothers had originally grown up in St. Charles, IL, Tim Kramp in Bloomington, IL and Ed Anderson received his masters in Interpersonal Communication from Illinois State University (located in Normal, IL, Bloomington's sister town). They recorded and released their first self-titled studio record in 2004 which was produced by Tony SanFilippo and recorded in analog at SanFilippo's Oxide Lounge in Bloomington, IL. This began the relationship between BTF and SanFilippo who produced and recorded their next three albums and 2 EPs.2005 brought the release of Bar Room Semantics which was the first record to receive national recognition in the press from Harp Magazine and AllMusic.com. The band began touring heavily on a national scale in 2006 supporting artists like The Mother Hips, Will Hoge, North Mississippi Allstars as well as playing festivals like South by Southwest, High Sierra Music Festival in California, and 10,000 Lakes Festival in Minnesota.Vagabonds and Hooligans was released February 6, 2007 and received a larger national spotlight with praise coming from USA Today, PopMatters.com and several influential bloggers including My Old Kentucky Blog and An Aquarium Drunkard. The band continued their heavy touring playing close to 150 shows that year with a diverse mix of bands including William Elliot Whitmore, Melissa Ferrick, JJ Grey & MOFRO, Clutch, and Cracker. The supporting slots with Cracker brought them praise from Johnny Hickman who became an ardent supporter of the band saying, ""My favorite band right now is Backyard Tire Fire and they sometimes remind me of early Wilco, Son Volt and Flaming Lips. And they unabashedly name check both Wayne Coyne and Tom Petty in song. They are my earworm the last few months.”2008 found them signed to NYC-based label HYENA Records for the release of The Places We Lived on Aug. 26th 2008. The Places We Lived was a bit of a departure stylistically for the band as a portion of the record found the band focused on piano-based songs such as ""Everybody's Down"", ""Rainy Day Don't Go Away"" and ""The Places We Lived"". The record continued their national growth in the press as they were a Paste Magazine ""Band of the Week"" and received heavy airplay from nationally syndicated radio programs like Mountain Stage and Acoustic Cafe, Sirius/XM's Loft and XMU and non-commercial AAA radio stations like Louisville's WFPK, Asheville's WNCW, and Cincinnati's WNKU. They continued their heavy touring which found them on the road with old Athens friends Bloodkin, Lynyrd Skynryd's Simple Man Cruise, Reverend Horton Heat, Nashville Pussy, Ha Ha Tonka, Rose Hill Drive and a fortuitous opening slot for Los Lobos in the band's hometown of Bloomington. The opening slot introduced the band to Steve Berlin, who soon after signed on to produce their next record.Good to Be, the bands fifth studio album, was released on February 16, 2010 on the bands' Kelsey Street Records label, distributed by Thirty Tigers/Sony-Red. It was produced by Los Lobos' Steve Berlin and recorded on analog in Portland, OR's Type Foundry Studio. Prominent northwest engineer Jeff Stuart Saltzman recorded and mixed the record. The band performs multiple tracks from the record on their ""Sun Studio Sessions"" appearance, including ""Brady,"" which is set to air on PBS affiliates in early 2011.",,
779,496/LO11326161,Loredana Bertè,2009,30073,Loredana Bertè,,,,Sony Music Entertainment,
780,446/MIL0881748,Il meglio di ,2010,30073,Eugenio Finardi,1952-07-16,,"Eugenio Finardi (born July 16, 1952) is an Italian Rock singer, songwriter, guitarist and keyboardist.",Edel,
781,446/MIL0867439,Bandaberté,2010,30073,Loredana Bertè,,,,Warner Music ,
782,446/RAV1851747,Tutta colpa di Giuda ,2009,16594,Marlene Kuntz,,,,Ala Bianca Records,
783,9200369/webclient_DeliveryManager_pid_8411119_custom_att_2_simple_viewer,Peer Gynt ; Holberg Suite,2003,132001,Edvard Grieg,,,,Deutsche Grammophon,Berlin
784,9200369/webclient_DeliveryManager_pid_8405025_custom_att_2_simple_viewer,Violin concertos,2005,30000,,,,,Decca Classics,City of London
785,9200369/webclient_DeliveryManager_pid_7871365_custom_att_2_simple_viewer,Ariadne auf Naxos Oper in einem Akt mit Prolog : Gesamtaufnahme in Deutscher Sprache,2005,201117,Richard Strauss,1864-06-11,1949-09-08,"Richard Georg Strauss (11 June 1864 – 8 September 1949) was a leading German composer of the late Romantic and early modern eras. He is known for his operas, which include Der Rosenkavalier and Salome; his lieder, especially his Four Last Songs; and his tone poems Death and Transfiguration, Till Eulenspiegel's Merry Pranks, Also sprach Zarathustra, An Alpine Symphony, and other orchestral works, such as Metamorphosen. Strauss was also a prominent conductor throughout Germany and Austria.Strauss, along with Gustav Mahler, represents the late flowering of German Romanticism after Richard Wagner and Franz Liszt, in which pioneering subtleties of orchestration are combined with an advanced harmonic style.",Cantus Classics,Hamburg
786,496/MIL0879490,Arrivederci Roma : il mio omaggio a Mario Lanza  Vincenzo La Scola,2003,30073,Vincenzo LaScola,,,,Mabit,
787,496/MIL0882262,Choeurs d'operas ,2005,30073,Giuseppe Verdi,1813-10-10,1901-01-27,"Giuseppe Fortunino Francesco Verdi (9 or 10 October 1813 – 27 January 1901) was an Italian Romantic composer primarily known for his operas. He is considered, together with Richard Wagner, the preeminent opera composer of the nineteenth century. Verdi dominated the Italian opera scene after the eras of Bellini, Donizetti and Rossini. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture, as ""La donna è mobile"" from Rigoletto, ""Libiamo ne' lieti calici"" (The Drinking Song) from La traviata, ""Va, pensiero"" (The Chorus of the Hebrew Slaves) from Nabucco, the ""Coro di zingari"" (Anvil Chorus) from Il trovatore and the ""Grand March"" from Aida.Moved by the death of compatriot Alessandro Manzoni, Verdi wrote Messa da Requiem in 1874 in Manzoni's honour, a work now regarded as a masterpiece of the oratorio tradition and a testimony to his capacity outside the field of opera. Visionary and politically engaged, he remains – alongside Garibaldi and Cavour – an emblematic figure of the reunification process of the Italian peninsula (the Risorgimento).",Emi Classics,
788,9200369/webclient_DeliveryManager_pid_8407462_custom_att_2_simple_viewer,Pomp and circumstance marches Nos. 1-5 ; Enigma variations ; Cockaigne overture,1987,30049,Edward William Elgar,,,,Decca Classics,City of London
789,496/LO11474186,La voce da Assisi ,2012,30073,Alessandro Brustenghi,,,,Decca Classics,
790,496/MIL0877422,Il cielo in una stanza ,2010,30073,Mina,,,,Music Market,
791,496/MIL0882055,The Verdi opera experience,2011,30073,Giuseppe Verdi,1813-10-10,1901-01-27,"Giuseppe Fortunino Francesco Verdi (9 or 10 October 1813 – 27 January 1901) was an Italian Romantic composer primarily known for his operas. He is considered, together with Richard Wagner, the preeminent opera composer of the nineteenth century. Verdi dominated the Italian opera scene after the eras of Bellini, Donizetti and Rossini. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture, as ""La donna è mobile"" from Rigoletto, ""Libiamo ne' lieti calici"" (The Drinking Song) from La traviata, ""Va, pensiero"" (The Chorus of the Hebrew Slaves) from Nabucco, the ""Coro di zingari"" (Anvil Chorus) from Il trovatore and the ""Grand March"" from Aida.Moved by the death of compatriot Alessandro Manzoni, Verdi wrote Messa da Requiem in 1874 in Manzoni's honour, a work now regarded as a masterpiece of the oratorio tradition and a testimony to his capacity outside the field of opera. Visionary and politically engaged, he remains – alongside Garibaldi and Cavour – an emblematic figure of the reunification process of the Italian peninsula (the Risorgimento).",Warner Music ,
792,496/LO11362711,Romeus,2010,30073,Romeus,,,,Sugar,
793,446/CAG1648127,Malika Ayane,2009,30073,Malika Ayane,1984-01-31,,"Malika Ayane (born 31 January 1984, Milan, Italy) is an Italian pop singer.",Sugar,
794,2059210/data_sounds_http___archive_org_download_hday2001_02_05_shnf_hday2001_02_05_d1t09_mp3,fear,2003,280294,Howie Day,1981-01-15,,"Howard Kern ""Howie"" Day (born January 15, 1981) is an American singer-songwriter. Beginning his career as a solo artist in the late 1990s, Day became known for his extensive touring and in-concert use of samplers and effects pedals in order to accompany himself. He self-financed and self-released his first album, Australia, in 2000. Day eventually signed a recording contract with major label Epic Records- in 2002 and has since re-released his debut as well as producing a follow-up, Stop All The World Now. Despite initially sluggish sales, Stop All The World Now was certified gold in early 2005 and has produced a number of singles, including the hits ""She Says"" and ""Collide"", Day's most successful to date. The track became Epic Records’ first platinum single, eventually selling 1.5 million downloads.After a five year tour before the release of Stop All The World Now followed by a three year tour, Day took some time off and focused on writing music. Day released his Be There EP in May 2009 followed by Sound The Alarm, released on September 8, 2009.Day received significant negative attention after two high profile arrests. In 2004, Day was arrested and charged over an incident in which he was accused of locking a fan in the toilet of his tour bus and destroying the cellular phone of another, for which he was fined. In December 2005, Day was arrested in Boston after reportedly verbally abusing the flight crew while under the influence of alcohol and sleeping pills. He was sentenced to one year's probation on April 26, 2006.",,Britain
795,2059210/data_sounds_http___archive_org_download_skellogg2005_02_19_sr71_sk62005_02_19d1t03_mp3,Vegas,2005,191896,Stephen Kellogg,1976-11-28,,"Stephen Kellogg (born November 28, 1976) is an American singer-songwriter. For more on his musical career see Stephen Kellogg and the Sixers.",,
796,496/MIL0875862,Il meglio degli Otto Ohm : 24 grandi successi,2010,30073,Otto Ohm,,,,Edel,
797,446/UFE0959310,Per ora noi la chiameremo felicità ,2010,30073,Le Luci della Centrale Elettrica,,,,La Tempesta,
798,2059210/data_sounds_http___archive_org_download_mj2007_02_23_shnf_mj_2007_02_23t11_mp3,Moon Sailing On The Water,2010,235416,Mason Jennings,1975-03-19,,"Mason Jennings (born March 19, 1975 in Honolulu, Hawaii) is an American pop-folk singer-songwriter. He is well known for his simple yet catchy melodies, intimate lyrics, literary and historical themes, and distinctive voice. His music has appeared in the surf film Shelter and he has toured extensively.",,Russia
799,9200369/webclient_DeliveryManager_pid_8379293_custom_att_2_simple_viewer,L'estro armonico op.3 ; 6 flute concertos op.10,2005,212611,Antonio Vivaldi,,,,Deutsche Grammophon,Berlin
800,2059210/data_sounds_http___archive_org_download_cvb1988_07_18_cvb1988_07_18t03_mp3,6 More Miles,2006,216268,Camper Van Beethoven,,,"Camper Van Beethoven is an American alternative rock group formed in Redlands, California in 1983 and later located in Santa Cruz and San Francisco. Their eclectic and ever-evolving style mixes elements of pop, ska, punk rock, folk, alternative country, and various types of world music. The band initially polarized audiences within the hardcore punk scene of California's Inland Empire before finding wider acceptance and, eventually, an international audience. Their strong iconoclasm and emphasis on do-it-yourself values proved influential to the burgeoning indie rock movement.Released within an 18 month period, the band's first three independent records enjoyed critical success, each placing in The Village Voice's 1986 Pazz and Jop Top 100 Albums list. Their debut single, ""Take the Skinheads Bowling"", remains a college rock radio staple. The group signed to Virgin Records in 1987, released two lauded albums and enjoyed chart success with their 1989 cover of Status Quo's ""Pictures of Matchstick Men"", a number one hit on Billboard Magazine's Modern Rock Tracks. They disbanded the following year, however, due to internal tensions. Individual members found greater commercial success thereafter, with lead singer David Lowery forming Cracker, multi-instrumentalist David Immerglück joining the Counting Crows, and several other members playing in Monks of Doom. Beginning in 1999, the former members resumed their collaboration, resulting in a full-fledged reunion and several new releases.",,
801,9200369/webclient_DeliveryManager_pid_8404517_custom_att_2_simple_viewer,Spem in alium 40-part motet ; Lamentations of Jeremiah ; Church music,1997,30049,Thomas Tallis,1505,1585-11-23,"Thomas Tallis (c. 1505 – 3 December 1585 by the Gregorian calendar then in use) was an English composer who occupies a primary place in anthologies of English church music, and is considered one of England's greatest composers. He is honoured for his original voice in English musicianship. No contemporary portrait of Tallis survives: that painted by Gerard Vandergucht (illustration), dates from 150 years after Tallis died, and there is no reason to suppose that it is a likeness. In a rare existing copy of his black letter signature, the composer spelled his last name ""Tallys.""",Decca Classics,City of London
